,lables
25893,4
25894,7
25895,3
25896,7
25897,1
25898,1
25899,9
25900,6
25901,2
25902,4
25903,7
25904,9
25905,6
25906,2
25907,6
25908,9
25909,1
25910,3
25911,2
25912,5
25913,0
25914,3
25915,2
25916,6
25917,1
25918,0
25919,2
25920,0
25921,3
25922,2
25923,3
25924,4
25925,7
25926,2
25927,0
25928,7
25929,5
25930,4
25931,0
25932,9
25933,1
25934,5
25935,5
25936,1
25937,4
25938,2
25939,1
25940,3
25941,0
25942,6
25943,6
25944,1
25945,9
25946,8
25947,1
25948,3
25949,3
25950,8
25951,0
25952,0
25953,5
25954,3
25955,4
25956,0
25957,5
25958,6
25959,4
25960,1
25961,6
25962,6
25963,7
25964,9
25965,5
25966,5
25967,8
25968,9
25969,1
25970,4
25971,7
25972,5
25973,2
25974,8
25975,8
25976,6
25977,0
25978,7
25979,0
25980,1
25981,7
25982,1
25983,8
25984,7
25985,8
25986,0
25987,8
25988,1
25989,4
25990,2
25991,6
25992,3
25993,2
25994,4
25995,3
25996,5
25997,7
25998,6
25999,4
26000,7
26001,1
26002,8
26003,7
26004,9
26005,2
26006,0
26007,3
26008,1
26009,7
26010,2
26011,2
26012,3
26013,3
26014,4
26015,6
26016,5
26017,5
26018,6
26019,5
26020,7
26021,8
26022,8
26023,5
26024,9
26025,7
26026,0
26027,8
26028,1
26029,5
26030,2
26031,6
26032,3
26033,5
26034,4
26035,8
26036,5
26037,0
26038,6
26039,0
26040,7
26041,9
26042,8
26043,0
26044,9
26045,2
26046,7
26047,3
26048,7
26049,3
26050,7
26051,6
26052,3
26053,7
26054,0
26055,7
26056,3
26057,0
26058,1
26059,9
26060,8
26061,5
26062,7
26063,9
26064,6
26065,5
26066,4
26067,9
26068,5
26069,1
26070,6
26071,1
26072,0
26073,4
26074,2
26075,7
26076,6
26077,8
26078,8
26079,7
26080,3
26081,9
26082,2
26083,3
26084,8
26085,4
26086,1
26087,7
26088,1
26089,8
26090,7
26091,6
26092,2
26093,5
26094,0
26095,1
26096,7
26097,5
26098,1
26099,8
26100,6
26101,5
26102,0
26103,1
26104,4
26105,4
26106,6
26107,9
26108,4
26109,9
26110,4
26111,5
26112,5
26113,6
26114,8
26115,9
26116,0
26117,1
26118,6
26119,2
26120,2
26121,8
26122,3
26123,6
26124,1
26125,6
26126,3
26127,4
26128,6
26129,3
26130,5
26131,4
26132,1
26133,5
26134,8
26135,8
26136,4
26137,8
26138,0
26139,3
26140,7
26141,1
26142,5
26143,1
26144,8
26145,2
26146,8
26147,3
26148,3
26149,5
26150,7
26151,1
26152,8
26153,3
26154,9
26155,3
26156,2
26157,7
26158,6
26159,6
26160,2
26161,7
26162,5
26163,2
26164,3
26165,4
26166,1
26167,6
26168,7
26169,2
26170,3
26171,4
26172,9
26173,1
26174,1
26175,0
26176,9
26177,0
26178,9
26179,6
26180,6
26181,1
26182,0
26183,0
26184,9
26185,6
26186,3
26187,1
26188,7
26189,1
26190,0
26191,4
26192,4
26193,3
26194,5
26195,5
26196,0
26197,5
26198,9
26199,8
26200,2
26201,1
26202,8
26203,5
26204,1
26205,5
26206,4
26207,3
26208,3
26209,0
26210,5
26211,9
26212,2
26213,9
26214,9
26215,7
26216,4
26217,7
26218,0
26219,9
26220,2
26221,3
26222,9
26223,2
26224,1
26225,9
26226,6
26227,5
26228,5
26229,0
26230,8
26231,7
26232,9
26233,7
26234,4
26235,5
26236,2
26237,1
26238,5
26239,5
26240,0
26241,4
26242,1
26243,8
26244,2
26245,4
26246,3
26247,8
26248,4
26249,1
26250,5
26251,6
26252,6
26253,9
26254,7
26255,0
26256,8
26257,0
26258,9
26259,0
26260,0
26261,0
26262,1
26263,4
26264,2
26265,7
26266,3
26267,1
26268,4
26269,3
26270,7
26271,7
26272,8
26273,7
26274,9
26275,9
26276,0
26277,9
26278,1
26279,2
26280,4
26281,9
26282,5
26283,3
26284,6
26285,5
26286,7
26287,4
26288,8
26289,5
26290,3
26291,0
26292,4
26293,8
26294,1
26295,4
26296,4
26297,0
26298,6
26299,0
26300,6
26301,9
26302,7
26303,7
26304,3
26305,3
26306,3
26307,0
26308,4
26309,1
26310,3
26311,2
26312,5
26313,9
26314,0
26315,9
26316,1
26317,6
26318,4
26319,5
26320,6
26321,7
26322,0
26323,3
26324,2
26325,2
26326,8
26327,5
26328,2
26329,2
26330,5
26331,9
26332,2
26333,4
26334,1
26335,9
26336,7
26337,0
26338,0
26339,2
26340,2
26341,6
26342,0
26343,6
26344,6
26345,9
26346,6
26347,2
26348,9
26349,1
26350,8
26351,4
26352,9
26353,7
26354,2
26355,7
26356,2
26357,3
26358,9
26359,5
26360,9
26361,8
26362,5
26363,3
26364,4
26365,0
26366,4
26367,5
26368,0
26369,5
26370,0
26371,6
26372,8
26373,7
26374,6
26375,1
26376,6
26377,3
26378,8
26379,9
26380,5
26381,6
26382,3
26383,6
26384,8
26385,6
26386,5
26387,1
26388,0
26389,1
26390,3
26391,6
26392,6
26393,6
26394,7
26395,6
26396,8
26397,5
26398,3
26399,9
26400,1
26401,6
26402,3
26403,5
26404,9
26405,1
26406,5
26407,0
26408,1
26409,6
26410,5
26411,3
26412,5
26413,8
26414,0
26415,9
26416,7
26417,6
26418,3
26419,1
26420,1
26421,0
26422,7
26423,9
26424,6
26425,9
26426,0
26427,9
26428,1
26429,9
26430,2
26431,5
26432,3
26433,2
26434,4
26435,0
26436,5
26437,0
26438,6
26439,9
26440,7
26441,7
26442,8
26443,1
26444,1
26445,7
26446,2
26447,3
26448,3
26449,4
26450,5
26451,6
26452,6
26453,2
26454,7
26455,4
26456,0
26457,4
26458,1
26459,5
26460,2
26461,9
26462,3
26463,5
26464,4
26465,5
26466,5
26467,2
26468,6
26469,6
26470,8
26471,6
26472,1
26473,8
26474,0
26475,1
26476,2
26477,3
26478,1
26479,4
26480,5
26481,6
26482,6
26483,5
26484,1
26485,9
26486,1
26487,3
26488,7
26489,6
26490,8
26491,1
26492,5
26493,4
26494,1
26495,8
26496,6
26497,6
26498,7
26499,7
26500,0
26501,1
26502,3
26503,2
26504,3
26505,4
26506,0
26507,0
26508,2
26509,4
26510,6
26511,9
26512,9
26513,1
26514,8
26515,6
26516,5
26517,9
26518,8
26519,8
26520,6
26521,2
26522,8
26523,6
26524,9
26525,3
26526,9
26527,7
26528,7
26529,6
26530,1
26531,8
26532,2
26533,3
26534,1
26535,9
26536,1
26537,5
26538,1
26539,2
26540,2
26541,3
26542,8
26543,4
26544,0
26545,4
26546,5
26547,3
26548,7
26549,3
26550,6
26551,5
26552,5
26553,3
26554,3
26555,1
26556,8
26557,9
26558,1
26559,7
26560,3
26561,2
26562,6
26563,4
26564,0
26565,9
26566,4
26567,7
26568,8
26569,5
26570,9
26571,5
26572,4
26573,5
26574,7
26575,6
26576,2
26577,1
26578,7
26579,8
26580,1
26581,4
26582,8
26583,6
26584,2
26585,9
26586,1
26587,4
26588,7
26589,5
26590,7
26591,5
26592,3
26593,9
26594,2
26595,3
26596,0
26597,1
26598,4
26599,7
26600,6
26601,7
26602,6
26603,1
26604,8
26605,6
26606,5
26607,0
26608,9
26609,1
26610,8
26611,9
26612,2
26613,6
26614,5
26615,8
26616,1
26617,4
26618,0
26619,0
26620,5
26621,6
26622,0
26623,2
26624,3
26625,2
26626,4
26627,8
26628,3
26629,2
26630,9
26631,2
26632,6
26633,4
26634,2
26635,5
26636,5
26637,2
26638,0
26639,9
26640,6
26641,7
26642,9
26643,3
26644,0
26645,2
26646,1
26647,5
26648,2
26649,6
26650,3
26651,4
26652,4
26653,6
26654,5
26655,0
26656,6
26657,2
26658,7
26659,8
26660,8
26661,3
26662,9
26663,8
26664,0
26665,8
26666,1
26667,7
26668,2
26669,6
26670,3
26671,8
26672,4
26673,3
26674,5
26675,5
26676,6
26677,3
26678,7
26679,5
26680,8
26681,9
26682,9
26683,7
26684,0
26685,0
26686,1
26687,2
26688,2
26689,2
26690,3
26691,3
26692,4
26693,3
26694,5
26695,1
26696,6
26697,1
26698,7
26699,5
26700,8
26701,3
26702,9
26703,4
26704,7
26705,5
26706,7
26707,8
26708,7
26709,3
26710,3
26711,0
26712,0
26713,7
26714,3
26715,6
26716,1
26717,2
26718,8
26719,8
26720,7
26721,0
26722,6
26723,3
26724,4
26725,1
26726,5
26727,0
26728,6
26729,9
26730,0
26731,3
26732,2
26733,7
26734,6
26735,5
26736,8
26737,4
26738,3
26739,2
26740,2
26741,7
26742,8
26743,3
26744,1
26745,1
26746,1
26747,9
26748,7
26749,7
26750,2
26751,5
26752,0
26753,6
26754,7
26755,7
26756,1
26757,4
26758,6
26759,8
26760,0
26761,8
26762,4
26763,9
26764,6
26765,6
26766,4
26767,6
26768,4
26769,2
26770,5
26771,1
26772,8
26773,1
26774,0
26775,8
26776,6
26777,7
26778,2
26779,1
26780,3
26781,2
26782,3
26783,0
26784,6
26785,8
26786,5
26787,2
26788,1
26789,4
26790,8
26791,6
26792,5
26793,2
26794,9
26795,6
26796,4
26797,4
26798,0
26799,2
26800,7
26801,1
26802,5
26803,8
26804,8
26805,9
26806,8
26807,4
26808,3
26809,6
26810,7
26811,1
26812,8
26813,5
26814,9
26815,4
26816,2
26817,0
26818,6
26819,0
26820,2
26821,9
26822,5
26823,3
26824,3
26825,7
26826,1
26827,9
26828,7
26829,3
26830,3
26831,0
26832,9
26833,9
26834,1
26835,0
26836,9
26837,7
26838,9
26839,0
26840,6
26841,5
26842,0
26843,9
26844,9
26845,9
26846,4
26847,6
26848,3
26849,2
26850,7
26851,8
26852,0
26853,7
26854,4
26855,5
26856,5
26857,4
26858,0
26859,9
26860,9
26861,5
26862,2
26863,4
26864,8
26865,3
26866,1
26867,5
26868,4
26869,9
26870,3
26871,4
26872,5
26873,6
26874,2
26875,5
26876,9
26877,3
26878,4
26879,3
26880,0
26881,7
26882,2
26883,6
26884,9
26885,7
26886,1
26887,2
26888,6
26889,4
26890,5
26891,1
26892,8
26893,7
26894,9
26895,5
26896,4
26897,7
26898,2
26899,6
26900,5
26901,9
26902,0
26903,4
26904,1
26905,9
26906,2
26907,8
26908,3
26909,1
26910,4
26911,6
26912,5
26913,1
26914,6
26915,7
26916,7
26917,5
26918,8
26919,6
26920,9
26921,2
26922,0
26923,1
26924,1
26925,5
26926,2
26927,3
26928,3
26929,0
26930,6
26931,2
26932,7
26933,6
26934,8
26935,8
26936,0
26937,6
26938,1
26939,6
26940,2
26941,3
26942,3
26943,1
26944,7
26945,6
26946,8
26947,8
26948,9
26949,9
26950,1
26951,8
26952,8
26953,9
26954,6
26955,2
26956,7
26957,6
26958,1
26959,1
26960,1
26961,6
26962,4
26963,7
26964,3
26965,7
26966,7
26967,1
26968,7
26969,9
26970,8
26971,5
26972,9
26973,2
26974,3
26975,5
26976,6
26977,5
26978,0
26979,0
26980,3
26981,7
26982,6
26983,1
26984,4
26985,1
26986,8
26987,6
26988,3
26989,0
26990,1
26991,4
26992,1
26993,2
26994,5
26995,8
26996,9
26997,3
26998,0
26999,5
27000,4
27001,5
27002,1
27003,9
27004,7
27005,6
27006,9
27007,8
27008,5
27009,2
27010,1
27011,1
27012,1
27013,4
27014,9
27015,9
27016,8
27017,1
27018,6
27019,1
27020,6
27021,3
27022,0
27023,8
27024,1
27025,2
27026,8
27027,1
27028,8
27029,8
27030,3
27031,3
27032,2
27033,1
27034,0
27035,4
27036,9
27037,5
27038,7
27039,4
27040,4
27041,5
27042,5
27043,4
27044,8
27045,6
27046,3
27047,8
27048,5
27049,0
27050,8
27051,2
27052,5
27053,7
27054,4
27055,4
27056,7
27057,7
27058,7
27059,3
27060,7
27061,5
27062,1
27063,1
27064,5
27065,9
27066,3
27067,1
27068,0
27069,0
27070,1
27071,8
27072,2
27073,9
27074,3
27075,8
27076,4
27077,3
27078,5
27079,4
27080,6
27081,0
27082,7
27083,3
27084,8
27085,6
27086,9
27087,4
27088,0
27089,6
27090,1
27091,0
27092,2
27093,0
27094,3
27095,8
27096,4
27097,7
27098,5
27099,5
27100,6
27101,4
27102,7
27103,1
27104,8
27105,8
27106,9
27107,2
27108,0
27109,9
27110,1
27111,9
27112,2
27113,0
27114,3
27115,9
27116,5
27117,8
27118,6
27119,2
27120,8
27121,2
27122,1
27123,1
27124,4
27125,8
27126,5
27127,9
27128,4
27129,9
27130,2
27131,3
27132,3
27133,6
27134,3
27135,1
27136,0
27137,2
27138,5
27139,3
27140,4
27141,1
27142,3
27143,7
27144,0
27145,8
27146,8
27147,0
27148,6
27149,2
27150,7
27151,3
27152,0
27153,5
27154,7
27155,6
27156,7
27157,7
27158,1
27159,3
27160,6
27161,2
27162,9
27163,9
27164,2
27165,7
27166,3
27167,7
27168,6
27169,0
27170,2
27171,3
27172,3
27173,9
27174,6
27175,5
27176,8
27177,2
27178,5
27179,4
27180,2
27181,1
27182,3
27183,7
27184,8
27185,2
27186,1
27187,2
27188,2
27189,6
27190,9
27191,2
27192,5
27193,7
27194,8
27195,4
27196,8
27197,6
27198,7
27199,0
27200,1
27201,1
27202,7
27203,6
27204,1
27205,0
27206,1
27207,6
27208,0
27209,8
27210,3
27211,3
27212,4
27213,3
27214,2
27215,5
27216,6
27217,4
27218,7
27219,7
27220,4
27221,4
27222,2
27223,5
27224,7
27225,9
27226,4
27227,5
27228,2
27229,9
27230,9
27231,2
27232,2
27233,9
27234,7
27235,8
27236,9
27237,3
27238,2
27239,6
27240,8
27241,1
27242,6
27243,6
27244,1
27245,0
27246,0
27247,3
27248,6
27249,1
27250,8
27251,2
27252,5
27253,7
27254,5
27255,1
27256,0
27257,2
27258,5
27259,9
27260,3
27261,1
27262,5
27263,2
27264,7
27265,6
27266,4
27267,6
27268,8
27269,1
27270,5
27271,4
27272,9
27273,3
27274,6
27275,1
27276,9
27277,8
27278,3
27279,0
27280,0
27281,3
27282,0
27283,1
27284,6
27285,8
27286,3
27287,5
27288,0
27289,0
27290,5
27291,7
27292,8
27293,8
27294,9
27295,5
27296,1
27297,6
27298,8
27299,1
27300,1
27301,7
27302,6
27303,9
27304,0
27305,6
27306,0
27307,4
27308,1
27309,5
27310,2
27311,8
27312,3
27313,5
27314,4
27315,3
27316,5
27317,0
27318,6
27319,6
27320,7
27321,0
27322,8
27323,8
27324,9
27325,0
27326,0
27327,0
27328,1
27329,1
27330,2
27331,0
27332,3
27333,9
27334,4
27335,1
27336,5
27337,6
27338,6
27339,5
27340,7
27341,9
27342,0
27343,9
27344,1
27345,4
27346,2
27347,8
27348,3
27349,6
27350,4
27351,4
27352,5
27353,1
27354,6
27355,2
27356,7
27357,8
27358,8
27359,7
27360,9
27361,3
27362,6
27363,4
27364,4
27365,3
27366,2
27367,9
27368,6
27369,9
27370,4
27371,8
27372,7
27373,2
27374,5
27375,2
27376,5
27377,5
27378,7
27379,0
27380,8
27381,6
27382,9
27383,2
27384,2
27385,8
27386,9
27387,1
27388,3
27389,6
27390,9
27391,7
27392,2
27393,0
27394,0
27395,1
27396,9
27397,4
27398,8
27399,5
27400,0
27401,6
27402,5
27403,6
27404,6
27405,7
27406,0
27407,5
27408,1
27409,1
27410,0
27411,5
27412,2
27413,0
27414,6
27415,5
27416,5
27417,8
27418,3
27419,3
27420,5
27421,5
27422,3
27423,4
27424,8
27425,2
27426,0
27427,6
27428,0
27429,9
27430,5
27431,2
27432,4
27433,2
27434,3
27435,0
27436,4
27437,6
27438,1
27439,9
27440,5
27441,6
27442,3
27443,2
27444,0
27445,0
27446,8
27447,9
27448,6
27449,9
27450,2
27451,5
27452,7
27453,1
27454,1
27455,2
27456,1
27457,2
27458,8
27459,9
27460,1
27461,0
27462,7
27463,2
27464,1
27465,0
27466,3
27467,7
27468,8
27469,2
27470,5
27471,2
27472,4
27473,1
27474,2
27475,4
27476,0
27477,3
27478,9
27479,3
27480,7
27481,5
27482,6
27483,0
27484,7
27485,3
27486,4
27487,8
27488,1
27489,2
27490,6
27491,0
27492,8
27493,4
27494,4
27495,6
27496,7
27497,7
27498,5
27499,5
27500,1
27501,5
27502,2
27503,6
27504,6
27505,1
27506,7
27507,8
27508,1
27509,5
27510,9
27511,0
27512,8
27513,4
27514,9
27515,7
27516,4
27517,3
27518,9
27519,2
27520,9
27521,7
27522,6
27523,8
27524,2
27525,5
27526,3
27527,1
27528,7
27529,6
27530,1
27531,7
27532,9
27533,3
27534,2
27535,6
27536,2
27537,4
27538,5
27539,3
27540,3
27541,7
27542,7
27543,0
27544,8
27545,7
27546,0
27547,2
27548,1
27549,0
27550,2
27551,4
27552,3
27553,7
27554,4
27555,6
27556,5
27557,1
27558,6
27559,3
27560,7
27561,8
27562,8
27563,1
27564,9
27565,9
27566,0
27567,8
27568,1
27569,3
27570,2
27571,1
27572,3
27573,7
27574,4
27575,5
27576,7
27577,1
27578,8
27579,0
27580,9
27581,1
27582,0
27583,4
27584,1
27585,4
27586,2
27587,4
27588,3
27589,1
27590,4
27591,7
27592,5
27593,5
27594,6
27595,8
27596,7
27597,2
27598,8
27599,2
27600,9
27601,5
27602,0
27603,1
27604,9
27605,8
27606,5
27607,8
27608,0
27609,3
27610,9
27611,4
27612,8
27613,2
27614,9
27615,8
27616,4
27617,2
27618,1
27619,0
27620,7
27621,2
27622,7
27623,6
27624,3
27625,9
27626,5
27627,0
27628,1
27629,1
27630,0
27631,7
27632,0
27633,1
27634,7
27635,8
27636,0
27637,0
27638,1
27639,3
27640,2
27641,6
27642,2
27643,3
27644,3
27645,8
27646,7
27647,5
27648,3
27649,8
27650,3
27651,2
27652,6
27653,9
27654,6
27655,5
27656,1
27657,0
27658,0
27659,2
27660,9
27661,1
27662,0
27663,2
27664,1
27665,3
27666,7
27667,5
27668,6
27669,3
27670,3
27671,2
27672,2
27673,6
27674,3
27675,4
27676,1
27677,8
27678,9
27679,2
27680,1
27681,6
27682,7
27683,1
27684,6
27685,4
27686,8
27687,9
27688,4
27689,3
27690,3
27691,9
27692,1
27693,4
27694,4
27695,2
27696,0
27697,9
27698,5
27699,2
27700,3
27701,6
27702,6
27703,6
27704,9
27705,7
27706,1
27707,6
27708,7
27709,9
27710,5
27711,0
27712,4
27713,7
27714,4
27715,7
27716,7
27717,3
27718,2
27719,0
27720,2
27721,7
27722,7
27723,6
27724,9
27725,3
27726,5
27727,7
27728,8
27729,9
27730,9
27731,9
27732,8
27733,9
27734,0
27735,2
27736,1
27737,4
27738,2
27739,8
27740,3
27741,5
27742,4
27743,1
27744,5
27745,1
27746,7
27747,9
27748,0
27749,6
27750,1
27751,2
27752,2
27753,2
27754,3
27755,7
27756,6
27757,7
27758,1
27759,5
27760,2
27761,8
27762,3
27763,5
27764,4
27765,9
27766,5
27767,2
27768,6
27769,2
27770,9
27771,1
27772,9
27773,9
27774,6
27775,4
27776,5
27777,5
27778,9
27779,9
27780,2
27781,4
27782,3
27783,3
27784,1
27785,3
27786,2
27787,0
27788,1
27789,1
27790,2
27791,1
27792,1
27793,6
27794,3
27795,6
27796,2
27797,8
27798,6
27799,4
27800,5
27801,5
27802,3
27803,3
27804,0
27805,0
27806,6
27807,7
27808,4
27809,2
27810,0
27811,6
27812,5
27813,5
27814,9
27815,1
27816,9
27817,5
27818,8
27819,0
27820,1
27821,0
27822,7
27823,4
27824,4
27825,4
27826,7
27827,3
27828,0
27829,7
27830,1
27831,4
27832,6
27833,2
27834,3
27835,1
27836,7
27837,3
27838,9
27839,3
27840,0
27841,6
27842,9
27843,2
27844,5
27845,9
27846,3
27847,9
27848,8
27849,6
27850,8
27851,2
27852,7
27853,0
27854,1
27855,3
27856,4
27857,6
27858,0
27859,2
27860,3
27861,7
27862,9
27863,2
27864,0
27865,3
27866,7
27867,7
27868,2
27869,3
27870,1
27871,7
27872,9
27873,2
27874,1
27875,9
27876,5
27877,2
27878,1
27879,2
27880,7
27881,4
27882,2
27883,9
27884,1
27885,1
27886,6
27887,2
27888,8
27889,6
27890,8
27891,8
27892,0
27893,0
27894,1
27895,1
27896,2
27897,2
27898,3
27899,0
27900,4
27901,9
27902,5
27903,9
27904,6
27905,7
27906,8
27907,9
27908,9
27909,8
27910,0
27911,7
27912,1
27913,4
27914,2
27915,8
27916,3
27917,8
27918,4
27919,1
27920,5
27921,4
27922,6
27923,1
27924,7
27925,9
27926,8
27927,2
27928,9
27929,3
27930,0
27931,9
27932,1
27933,6
27934,2
27935,0
27936,3
27937,7
27938,4
27939,6
27940,5
27941,5
27942,6
27943,7
27944,7
27945,3
27946,8
27947,4
27948,9
27949,7
27950,0
27951,5
27952,9
27953,5
27954,4
27955,7
27956,2
27957,8
27958,4
27959,3
27960,1
27961,6
27962,5
27963,8
27964,6
27965,9
27966,1
27967,9
27968,1
27969,7
27970,7
27971,8
27972,8
27973,8
27974,5
27975,7
27976,3
27977,1
27978,4
27979,4
27980,6
27981,0
27982,7
27983,7
27984,0
27985,7
27986,3
27987,3
27988,2
27989,0
27990,6
27991,6
27992,9
27993,8
27994,8
27995,5
27996,5
27997,8
27998,8
27999,1
28000,6
28001,0
28002,8
28003,7
28004,9
28005,3
28006,9
28007,4
28008,7
28009,8
28010,7
28011,7
28012,2
28013,7
28014,1
28015,0
28016,1
28017,1
28018,1
28019,4
28020,2
28021,4
28022,8
28023,0
28024,7
28025,3
28026,6
28027,4
28028,5
28029,0
28030,3
28031,3
28032,8
28033,4
28034,1
28035,4
28036,3
28037,1
28038,6
28039,5
28040,0
28041,8
28042,4
28043,0
28044,8
28045,5
28046,9
28047,5
28048,4
28049,2
28050,9
28051,2
28052,7
28053,8
28054,9
28055,1
28056,5
28057,9
28058,2
28059,5
28060,7
28061,9
28062,1
28063,7
28064,8
28065,6
28066,2
28067,2
28068,1
28069,6
28070,7
28071,0
28072,7
28073,2
28074,3
28075,0
28076,2
28077,2
28078,0
28079,5
28080,4
28081,7
28082,6
28083,6
28084,6
28085,4
28086,9
28087,9
28088,4
28089,1
28090,2
28091,9
28092,8
28093,1
28094,2
28095,4
28096,5
28097,1
28098,1
28099,1
28100,0
28101,0
28102,5
28103,6
28104,0
28105,7
28106,3
28107,0
28108,4
28109,1
28110,3
28111,2
28112,9
28113,9
28114,6
28115,5
28116,7
28117,7
28118,3
28119,7
28120,4
28121,0
28122,3
28123,4
28124,0
28125,2
28126,6
28127,4
28128,9
28129,1
28130,0
28131,3
28132,1
28133,1
28134,2
28135,8
28136,3
28137,7
28138,4
28139,2
28140,5
28141,6
28142,6
28143,8
28144,7
28145,4
28146,8
28147,5
28148,9
28149,6
28150,0
28151,6
28152,1
28153,2
28154,2
28155,2
28156,3
28157,7
28158,4
28159,0
28160,5
28161,6
28162,6
28163,4
28164,0
28165,1
28166,1
28167,9
28168,2
28169,6
28170,3
28171,5
28172,4
28173,3
28174,5
28175,9
28176,6
28177,5
28178,7
28179,7
28180,8
28181,8
28182,9
28183,1
28184,2
28185,0
28186,1
28187,8
28188,2
28189,4
28190,1
28191,9
28192,3
28193,9
28194,9
28195,1
28196,9
28197,8
28198,3
28199,2
28200,7
28201,0
28202,0
28203,3
28204,7
28205,8
28206,7
28207,1
28208,5
28209,2
28210,7
28211,2
28212,9
28213,2
28214,9
28215,6
28216,4
28217,2
28218,7
28219,7
28220,0
28221,6
28222,1
28223,3
28224,4
28225,8
28226,4
28227,2
28228,7
28229,0
28230,5
28231,1
28232,8
28233,2
28234,1
28235,7
28236,4
28237,1
28238,9
28239,9
28240,8
28241,0
28242,4
28243,1
28244,1
28245,1
28246,8
28247,4
28248,6
28249,1
28250,6
28251,3
28252,4
28253,5
28254,6
28255,3
28256,0
28257,5
28258,5
28259,9
28260,5
28261,9
28262,3
28263,3
28264,3
28265,2
28266,5
28267,2
28268,2
28269,7
28270,5
28271,0
28272,7
28273,0
28274,2
28275,3
28276,5
28277,2
28278,9
28279,5
28280,6
28281,2
28282,9
28283,2
28284,2
28285,0
28286,6
28287,9
28288,2
28289,4
28290,1
28291,1
28292,2
28293,2
28294,0
28295,0
28296,8
28297,7
28298,3
28299,1
28300,8
28301,6
28302,3
28303,4
28304,0
28305,8
28306,8
28307,9
28308,7
28309,4
28310,4
28311,4
28312,9
28313,7
28314,5
28315,3
28316,0
28317,1
28318,9
28319,6
28320,7
28321,1
28322,0
28323,2
28324,0
28325,6
28326,4
28327,0
28328,9
28329,9
28330,1
28331,5
28332,6
28333,1
28334,2
28335,2
28336,7
28337,8
28338,6
28339,5
28340,8
28341,8
28342,3
28343,3
28344,5
28345,9
28346,2
28347,8
28348,1
28349,1
28350,8
28351,8
28352,6
28353,9
28354,1
28355,5
28356,0
28357,0
28358,3
28359,5
28360,1
28361,7
28362,4
28363,8
28364,0
28365,2
28366,1
28367,9
28368,2
28369,2
28370,3
28371,5
28372,4
28373,3
28374,5
28375,5
28376,6
28377,1
28378,7
28379,3
28380,8
28381,6
28382,9
28383,5
28384,0
28385,6
28386,1
28387,2
28388,2
28389,8
28390,3
28391,3
28392,4
28393,1
28394,5
28395,9
28396,6
28397,4
28398,7
28399,6
28400,8
28401,0
28402,0
28403,2
28404,1
28405,3
28406,2
28407,0
28408,3
28409,5
28410,1
28411,0
28412,5
28413,0
28414,6
28415,9
28416,7
28417,3
28418,8
28419,1
28420,7
28421,9
28422,0
28423,9
28424,6
28425,4
28426,0
28427,0
28428,7
28429,5
28430,3
28431,8
28432,8
28433,5
28434,6
28435,2
28436,7
28437,6
28438,1
28439,6
28440,3
28441,4
28442,7
28443,3
28444,9
28445,9
28446,7
28447,9
28448,4
28449,7
28450,0
28451,0
28452,2
28453,2
28454,5
28455,0
28456,0
28457,3
28458,6
28459,9
28460,4
28461,4
28462,9
28463,4
28464,5
28465,0
28466,6
28467,4
28468,5
28469,8
28470,2
28471,3
28472,9
28473,8
28474,8
28475,3
28476,5
28477,5
28478,1
28479,8
28480,9
28481,1
28482,8
28483,1
28484,3
28485,0
28486,4
28487,1
28488,0
28489,8
28490,5
28491,4
28492,4
28493,2
28494,8
28495,6
28496,6
28497,8
28498,3
28499,4
28500,4
28501,2
28502,8
28503,5
28504,0
28505,8
28506,6
28507,6
28508,4
28509,0
28510,8
28511,5
28512,1
28513,7
28514,3
28515,1
28516,4
28517,4
28518,0
28519,7
28520,1
28521,1
28522,9
28523,1
28524,2
28525,8
28526,3
28527,3
28528,7
28529,9
28530,1
28531,7
28532,2
28533,5
28534,7
28535,3
28536,2
28537,9
28538,8
28539,0
28540,7
28541,7
28542,0
28543,2
28544,1
28545,0
28546,9
28547,6
28548,6
28549,7
28550,4
28551,6
28552,9
28553,6
28554,2
28555,4
28556,1
28557,7
28558,2
28559,2
28560,3
28561,7
28562,7
28563,9
28564,0
28565,2
28566,2
28567,1
28568,1
28569,5
28570,3
28571,6
28572,4
28573,9
28574,7
28575,6
28576,2
28577,4
28578,5
28579,3
28580,8
28581,9
28582,1
28583,4
28584,6
28585,1
28586,8
28587,4
28588,5
28589,6
28590,6
28591,9
28592,0
28593,6
28594,8
28595,5
28596,9
28597,9
28598,4
28599,4
28600,9
28601,6
28602,2
28603,9
28604,6
28605,5
28606,0
28607,5
28608,1
28609,4
28610,2
28611,0
28612,3
28613,4
28614,4
28615,6
28616,5
28617,9
28618,6
28619,7
28620,7
28621,1
28622,8
28623,7
28624,9
28625,3
28626,0
28627,0
28628,1
28629,2
28630,2
28631,7
28632,3
28633,7
28634,4
28635,9
28636,5
28637,7
28638,6
28639,2
28640,7
28641,7
28642,8
28643,6
28644,9
28645,1
28646,0
28647,8
28648,1
28649,1
28650,2
28651,4
28652,3
28653,5
28654,4
28655,1
28656,5
28657,5
28658,6
28659,1
28660,7
28661,8
28662,8
28663,8
28664,9
28665,5
28666,0
28667,3
28668,4
28669,7
28670,0
28671,2
28672,1
28673,9
28674,7
28675,9
28676,9
28677,6
28678,5
28679,6
28680,1
28681,8
28682,4
28683,2
28684,2
28685,2
28686,8
28687,7
28688,9
28689,0
28690,4
28691,0
